tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,target
6.5458430805,6.5860928211,7.8417300153,2.4574491581,3.8532009031,-1.366812797,-1.5659387237,-0.9204493823,0.3718844266,0.6204181078,0.8347125166,0.5882963919,0.0528195165
3.1070710728,5.2022661684,9.0926849869,7.0063197161,5.0403928939,-1.7504925041,-1.7112016964,-1.5786986934,0.766782542,0.4803259224,0.6947936912,0.289209138,0.0336735958
4.5099140987,9.2420503468,4.863942676,9.5804079754,3.3539211936,-0.9655999493,-1.7254908668,-0.6628303775,0.0534302532,0.4306780014,0.8583806403,0.3966194633,0.0272987057
1.9191247932,0.9559859696,5.6023515004,0.735292037,4.4421902209,-1.0104362287,-1.8464568818,-1.5852971104,0.5278905399,0.6215376739,0.3409657022,0.3597723814,-0.0665565116
2.6896676743,9.2062140012,3.3682936253,2.7355074246,3.4266709472,-1.1964248628,-0.8746839274,-1.355562157,0.5467186006,0.959200618,0.1023995877,0.6011241954,0.0029495223
3.8995217713,4.2339132757,4.7001838141,6.9177150428,4.6166777328,-1.854095954,-1.1966006287,-1.5659811501,0.5706036046,0.8749706785,0.8090518078,0.2691891005,0.0688147659
2.8175679541,1.5879453069,8.5297746053,5.4973910683,3.8766386427,-0.7139923255,-1.9657282499,-1.1969180673,0.5867584388,0.7813455599,0.2510085684,0.3376884867,-0.0510199119
3.3374156016,5.9758435314,1.2265664963,6.2047519384,4.4128115202,-1.7050187751,-1.2129502082,-1.4948425369,0.1130509661,0.1023490662,0.135764895,0.8411313219,-0.0194906854
4.8855935236,4.4926542455,0.813041592,6.8962348872,3.6997017777,-0.850124812,-1.1317498039,-1.7178271618,0.1426903421,0.8383897043,0.4499857285,0.8061752256,0.0234326503
4.0279900103,7.0331091415,5.5028352473,7.6486891659,4.2127470486,-1.5243163561,-0.9362055602,-1.7522251323,0.781142097,0.3719505991,0.6389142716,0.295798365,0.0464878058
3.7336659939,5.4840235931,9.796854315,1.7060661243,3.4630087482,-1.6537228483,-0.8058268806,-1.0034590193,0.3291255875,0.0609375842,0.1333503001,0.3189236124,-0.0503821202
4.7168790442,6.5145433009,3.9734827985,4.8674985119,3.8294034141,-0.7228169867,-1.5582879861,-1.5482984413,0.7559862514,0.967289155,0.2864889043,0.4377880955,0.069849072
1.1813989527,9.3776013339,4.3460623009,7.503716722,5.5794025244,-1.9679468954,-1.8218792551,-1.789576374,0.9848616969,0.4794262115,0.1154271661,0.7672026991,-0.0056087341
2.3451538752,4.3809919403,8.3637463521,8.4519355133,3.003175427,-1.0565238371,-1.1901045879,-0.7565470021,0.6848598099,0.2902700897,0.8599492128,0.6339512945,0.0409087509
4.709481525,5.5770125531,9.4620184486,3.3954756905,2.7652418467,-1.0204255055,-0.978411069,-0.7664052722,0.7070837647,0.4604724285,0.780965424,0.3959737069,0.0454008253
7.7553601697,1.8788454664,9.9583478784,6.7150603344,3.7610747516,-1.6216162357,-1.2981312453,-0.8413272705,0.338095539,0.4473660787,0.4422150002,0.8541667329,0.0318339399
8.6604134378,6.0339672735,9.8456337049,1.0082383714,4.0721214607,-1.9022029745,-1.5966524079,-0.5732660783,0.5484260397,0.8263857521,0.9844299869,0.5567606439,0.0508599981
2.6480586457,6.8968505382,6.5024638615,4.9061815035,5.1342723091,-1.569176718,-1.6332966095,-1.9317989816,0.6185187365,0.1841305292,0.3842595753,0.9879891718,0.0376859833
9.8356758653,2.2714775567,7.1205146192,1.9669022774,4.3973434731,-1.6561349497,-0.7685087954,-1.972699728,0.9953961802,0.8816871888,0.6065792841,0.4935140351,0.0199104459
0.7365456381,6.9594737062,9.0872015521,8.0110389863,4.533735084,-1.8752896672,-0.8692934597,-1.789151957,0.9304529485,0.7942354739,0.5238470071,0.1741471086,0.0005422096
5.2707985422,3.9343794514,8.6618787744,1.2016593995,3.5301403772,-0.5485284483,-1.5017047213,-1.4799072076,0.5589935841,0.9620985145,0.537171338,0.1843056828,0.0298429162
7.3640852447,1.0207281833,0.6697138772,9.6548197602,5.1958810777,-1.8066277306,-1.4970658328,-1.8921875142,0.7361258175,0.6663379513,0.611408911,0.7455599204,-0.0095385123
3.8433846141,1.3731418593,4.2364467127,1.0800924726,3.2489684681,-1.3564892633,-0.8267603566,-1.0657188482,0.3688040789,0.3143671761,0.9176899589,0.3978599542,-0.0168460154
1.1988127005,8.2003393558,8.2674531101,2.04727321,3.3117569139,-0.7637444028,-0.9758632293,-1.5721492817,0.7180699362,0.1817661994,0.3671616341,0.5478740086,-0.020909232
9.3518143987,9.6068205538,5.3554284178,0.8687120363,2.5536690342,-1.008166282,-1.0325766309,-0.5129261213,0.9866611424,0.2833070578,0.4650768188,0.7179781791,0.0168402812
9.3282336291,7.730623004,3.5248364012,5.9044586331,3.7428223137,-1.7927873942,-0.9579604925,-0.992074427,0.873371936,0.5513017486,0.1880541543,0.3620193179,0.0483973292
7.8968225561,4.3583599978,4.3890121184,1.623431045,3.7405225284,-1.4661146442,-1.7102658445,-0.5641420398,0.9180200345,0.4759914522,0.2501498539,0.5611360305,0.0179096171
0.9872605883,9.195721936,7.8739412118,6.1679563045,3.815550788,-1.5112346684,-0.5184660034,-1.7858501163,0.6694001404,0.8889520909,0.1510995955,0.117538375,-0.006937502
6.4838192773,7.246599124,4.468224454,1.5746693374,2.3353714283,-0.7215640255,-0.7251736213,-0.8886337815,0.681267099,0.3672784006,0.5602554771,0.5802498066,0.0235999481
2.1038060348,0.6780066765,6.6193169777,7.83449257,4.9460954668,-1.7246412544,-1.9008641273,-1.3205900852,0.7233845867,0.7450047923,0.3398816965,0.2235359578,-0.0427747024
1.4463927094,5.7310188742,1.1621053182,6.8580722753,3.2150976499,-1.7383391174,-0.5116915034,-0.9650670291,0.3852960106,0.1423681517,0.5479240644,0.5223529032,-0.0317511348
4.3843094818,4.0428622618,7.6399998644,8.1171537826,2.287708703,-0.6091638224,-0.5348385476,-1.143706333,0.5441274203,0.6845408193,0.3616662267,0.6400597021,0.0474911229
3.3553573211,4.2308643243,5.6210418295,1.3038316999,4.1197843676,-1.5824760241,-1.8778140891,-0.6594942544,0.2663171837,0.9292384176,0.3201962546,0.3138632506,0.0011953786
3.0266222783,6.9346214847,5.8026316284,6.8169891378,4.372938723,-1.4427478582,-1.5026654146,-1.4275254502,0.840130245,0.9129008581,0.9920720154,0.9152911844,0.1053141842
0.5920207461,5.5631619496,2.893426,3.0367872161,3.8936532646,-1.3115014882,-0.6956722991,-1.8864794773,0.8935174802,0.9484631611,0.4774477892,0.4366339941,-0.0035507556
4.5598246484,1.1296525297,5.1430985815,2.1043105865,2.9948814313,-1.2358876152,-1.2263511879,-0.5326426281,0.0723552942,0.1770381079,0.8719509387,0.2770960762,-0.0345913291
8.5304424455,4.9572374607,5.0776763897,4.291361354,2.632530515,-1.0161740523,-1.1139960581,-0.5023604046,0.7439683493,0.7802808361,0.3909504251,0.2797026859,0.0504334612
8.9127788198,3.7398705373,1.0793886946,1.3977364456,4.1892876966,-0.8643005077,-1.8871685905,-1.4378185985,0.3134224679,0.3739401982,0.8253847401,0.4430014252,-0.0333384545
3.9215969038,3.8766632719,5.9499334494,8.174421005,4.3517621928,-1.7375574927,-1.2661759259,-1.3480287742,0.8369584693,0.7739213203,0.1138307721,0.7171635524,0.0478937834
1.4360885178,8.8621082156,6.2833148832,9.2462017909,3.0940005419,-1.3348386052,-0.964522757,-0.7946391798,0.395613406,0.0764074645,0.5004769631,0.6799084702,0.00687688
5.5182933865,0.7000795846,7.0588087201,3.0016971263,3.9640985136,-0.62411109,-1.5750140394,-1.7649733841,0.7891647127,0.449470718,0.3521596001,0.8513884858,0.0149294869
2.611781664,2.7044632596,4.031323195,1.8130650165,2.9645701249,-1.572620184,-0.6449837194,-0.7469662216,0.2646197492,0.9217137476,0.5478287769,0.4923458673,0.0088586154
8.500767054,2.4787197255,6.7726559913,2.2997116874,4.6723473369,-1.3168714406,-1.5396138395,-1.8158620567,0.3578989049,0.5565248001,0.8900600052,0.1151790695,0.0178949359
8.3346177006,3.6305745326,3.0897607114,2.6136520481,4.3706304385,-1.6711379997,-1.4296603533,-1.2698320856,0.6637310886,0.9785230446,0.4804443018,0.4762031825,0.0254775339
2.6362373288,3.6444797802,9.364623007,4.4637924894,3.8485412376,-0.8660617894,-1.4499702955,-1.5325091526,0.7210669553,0.6092725612,0.5021112008,0.4419704477,0.0037433837
7.9277340508,4.9430147947,5.3970280788,9.8022673685,4.3036069733,-1.1361688684,-1.9144481453,-1.2529899595,0.4343515404,0.170929198,0.4309827442,0.2962844114,0.0114392996
0.8843297347,8.8012667826,1.6585927273,7.2172220372,3.9945196974,-1.9119035091,-1.4043054981,-0.6783106902,0.5918128137,0.6573361939,0.9926658958,0.0883940341,-0.0261423434
4.5652656675,6.2333817758,9.3937431773,3.7148917023,3.6394903066,-0.6675622978,-0.9983138707,-1.9736141381,0.3766013395,0.3117146577,0.4052872372,0.1612896997,-0.0063473461
3.8790237492,5.2979123367,6.1937915243,5.2578246949,4.0504897646,-1.1400836888,-1.093092335,-1.8173137408,0.4996451079,0.2093900278,0.940355601,0.1104233766,0.0307424276
3.1495763398,3.2731604234,9.4851462118,7.1476933683,3.7382873348,-1.7516324659,-0.9703402156,-1.0163146533,0.920094617,0.2360417977,0.4865054004,0.8702866702,0.0399961229
3.2263999855,1.043631001,5.0576917623,2.3249452295,3.5460144726,-1.1656242406,-1.4750625602,-0.9053276717,0.8979577233,0.4093205612,0.6427674161,0.1605492049,-0.0005270336
8.2514902095,3.8201151938,3.1672466475,5.3824632975,2.8403186698,-0.7482820896,-0.5800234007,-1.5120131794,0.9158575109,0.3594735671,0.1889346621,0.9331966866,0.0566978246
6.959291012,1.0236974479,4.854256018,8.4263244203,3.735413572,-1.3047505162,-0.7849236127,-1.6457394431,0.533773827,0.5916901531,0.5860076628,0.9703004815,0.0408554823
7.3851243577,7.1468613225,5.8145564042,4.1245316211,2.959897007,-0.857065139,-1.3102948591,-0.792537009,0.422468289,0.9038296513,0.9443740236,0.532740144,0.0849465697
4.2006413352,3.493949925,2.1383031502,3.6379729211,4.4462747714,-1.6142539861,-0.8541739301,-1.9778468551,0.0767053479,0.2628318636,0.8330614471,0.5721905876,-0.0275442227
6.1512694527,1.8232284281,7.7603996313,2.089571338,3.5135060349,-1.1913208585,-1.3593298302,-0.9628553462,0.8544951389,0.2116364517,0.6755346493,0.0918178787,0.0292156843
2.1306126055,7.2212746448,2.9819180099,2.1218771022,4.3028197286,-1.2915571811,-1.7833170614,-1.2279454861,0.6914488814,0.2718132007,0.4728876368,0.2491387113,-0.0388981848
5.7172726712,6.0446089117,7.0221103873,4.6437656115,5.3197524059,-1.7598845356,-1.6962805803,-1.8635872899,0.5382453823,0.1081194857,0.4557557041,0.1306052463,0.0030311533
6.9834747192,5.0151523787,9.2935766393,9.2085665486,4.6975190703,-1.2405976558,-1.6586173933,-1.7983040212,0.4401311815,0.8441602759,0.1107281264,0.5579117607,0.0434232969
1.9019423492,3.5872951884,4.3517920447,4.9594769318,3.2130982553,-0.6250192852,-0.7353452402,-1.8527337299,0.9703178661,0.0684635848,0.9573071524,0.4374368426,0.0286453386
6.2512634695,4.4947486094,6.0753972737,6.985037447,2.7786616804,-0.8904298282,-1.1138421909,-0.7743896613,0.2448518018,0.0615141333,0.1443276578,0.4473940966,-0.0236995616
4.3162107476,4.5147903412,5.3937049555,9.6854874558,3.4996120064,-0.6924927866,-1.7344098712,-1.0727093486,0.0586375057,0.5382148469,0.628358326,0.5000876848,0.0212888448
7.1702362022,7.2660277002,6.1847238881,1.6885937902,3.9771743226,-1.4850652552,-1.4054978789,-1.0866111885,0.316684305,0.9725208597,0.856182554,0.8578377914,0.0590543033
6.77092482,6.6161296662,1.025209641,1.0937904917,2.6275867097,-0.6120993555,-0.8908507619,-1.1246365924,0.3529290849,0.594903764,0.5158993261,0.5055990487,-0.0279198904
2.2926685207,7.3575429662,2.6140227642,0.7563178919,3.7360652759,-1.2901559798,-1.722467927,-0.7234413692,0.8041231657,0.491257664,0.4277039834,0.3327657907,-0.020332553
5.2378483832,1.819417769,1.1990201737,7.1734999676,3.2425388925,-1.16628189,-1.3846153376,-0.6916416649,0.252417453,0.0775317876,0.8061333346,0.3184786922,-0.0438134673
2.9610691433,4.4880623171,7.2909794229,9.6426052766,4.9576789371,-1.6706553358,-1.9822998822,-1.3047237191,0.1919512658,0.7752413157,0.8895652523,0.9989609364,0.0709998767
9.3657867133,2.3567953648,6.7585932265,0.7994421252,5.0382587222,-1.6103527626,-1.611868716,-1.8160372437,0.8055136263,0.8766698,0.7272567265,0.9502273652,-0.0027262004
4.4642269528,2.893644028,5.4385362941,8.3787269456,3.8853861712,-0.9621879024,-1.2233658442,-1.6998324246,0.3864098899,0.0948486946,0.5134444472,0.2029837245,-0.0176133155
1.0896578659,7.795672856,1.9171371075,3.0890652962,2.3273807614,-0.9168780462,-0.5314206781,-0.879082037,0.1758371277,0.7971755379,0.5737226218,0.2394621093,-0.0242671851
5.223223543,6.02178947,1.6003048951,9.2152937792,2.3860287111,-0.9048295691,-0.6404222704,-0.8407768716,0.9299755122,0.1477116576,0.6656641654,0.823798806,0.0304519745
8.6125660636,1.4290048043,7.982981213,9.9061807672,4.7356428637,-1.8733431755,-1.4975823484,-1.3647173397,0.0885774788,0.2454962127,0.1763966634,0.9026764125,0.0126757953
1.9404452518,6.7137657507,8.9223404906,5.2512070003,4.0804535973,-1.9978540541,-0.9541711775,-1.1284283657,0.1641864699,0.6528559204,0.4017637558,0.4882116091,0.0257687194
8.5670382263,3.0863765115,8.0617139864,4.0010896999,3.000846962,-0.6321458047,-1.5099518299,-0.8587493274,0.303658864,0.4476631709,0.2781166,0.0977371495,-0.027894784
6.8793950027,1.7833363185,1.0049317405,7.2299030584,3.1617202076,-1.768790682,-0.8514765325,-0.5414529932,0.4383937313,0.5184690994,0.2151671357,0.8393158765,0.0079680553
9.9839176261,5.5555412407,4.8086714052,1.6061346048,3.3517298824,-1.3421805496,-1.3088027771,-0.7007465557,0.8945767487,0.6208688822,0.1195894788,0.6142560434,0.0144034604
2.7038109287,4.8898745744,0.6608662833,5.4129131052,4.7643708004,-1.4639876631,-1.684130321,-1.6162528162,0.9610260438,0.2041821285,0.5998561221,0.2039324926,-0.0486837054
6.6497829526,3.3640611002,7.5786247031,9.1781349299,5.423031803,-1.7584897921,-1.8370763538,-1.827465657,0.227095245,0.3164390191,0.8055966859,0.5447547651,0.0419355346
8.2158590101,0.7535172658,2.2698140792,3.2745026165,4.1692003216,-1.0364509774,-1.2702735144,-1.8624758299,0.7542019686,0.338387801,0.9862592713,0.4715469354,-0.0149589139
9.933898127,8.9812182684,3.7693960782,2.945772023,2.89731894,-1.1444584992,-0.6471357817,-1.105724659,0.5274008201,0.9762033781,0.8469561907,0.8272644309,0.0502798526
9.2413260857,9.7182940269,8.5939036682,7.5160284643,3.3919869779,-1.1427461129,-1.354005854,-0.895235011,0.6636609114,0.5705035708,0.7163144084,0.891594682,0.0867500877
1.8820007197,2.6432846284,9.6954187764,3.9344374729,3.8185186785,-1.4929122241,-0.9740528036,-1.3515536508,0.6483171162,0.3343894849,0.3281915593,0.4422648771,-0.0424356958
4.7214479609,5.5646165295,8.8703584534,8.6262752261,3.8715566732,-1.2611838852,-1.6811038262,-0.9292689618,0.3103675372,0.6475743179,0.5482075925,0.6439890339,0.0552025358
7.5959348871,5.4936187268,3.9199830605,8.1051007906,3.2425885958,-0.9407467992,-1.5392381977,-0.7626035989,0.9840045458,0.2209804852,0.4786326661,0.4932555019,0.0552950099
1.9809407974,3.6867541419,9.5233546432,4.5495271521,2.8884901055,-0.6814462241,-1.3007619499,-0.9062819315,0.1634566526,0.5352660743,0.7653357372,0.9356291748,0.0320195961
9.7406344404,2.0052547102,3.9753279186,3.0434076632,2.495896014,-0.9822665318,-0.9633891651,-0.5502403171,0.9466107668,0.7848145803,0.6823544189,0.2857917412,0.0006620571
4.5884378679,1.951999617,1.5814688232,9.8262989159,2.4734950165,-0.7480716287,-0.7557551046,-0.9696682832,0.9541375536,0.366378567,0.0825843865,0.379878234,-0.0113325329
0.7670060759,3.1231572406,6.29959614,9.1792492665,3.6725823527,-1.8217946701,-1.1558552911,-0.6949323914,0.6471068351,0.273719602,0.6940631008,0.077345966,-0.036519257
7.4895420636,1.1947980855,9.2122413682,4.5771908418,4.5014171078,-1.6470401774,-1.9583539462,-0.8960229842,0.9359406587,0.34966644,0.9932085821,0.757037208,0.0659775287
3.4899131378,8.5901617135,6.8307398935,7.6408290518,2.7172795156,-0.6732656557,-0.8506363307,-1.1933775292,0.5448817946,0.793839354,0.5637818209,0.7541104839,0.0713260818
8.4366937166,9.1433691662,3.0730123394,1.353578663,4.5307959615,-0.8762753221,-1.7945368389,-1.8599838005,0.2437768885,0.9512653412,0.3254859578,0.0927687055,0.0186454965
3.2609584528,8.7552949708,3.1646054917,9.495466985,4.0085601567,-0.7670490135,-1.6156191561,-1.6258919871,0.8404222307,0.6584374154,0.5316320852,0.0623323552,0.0039810408
4.3930095837,4.034271663,2.1926004282,1.6567686298,3.9758655501,-1.5515122036,-1.1922262528,-1.2321270936,0.2380501688,0.233798741,0.7938162011,0.6432485735,-0.023594308
1.528782707,4.5393799837,9.2331372303,7.1718482122,2.3644317276,-0.9156564344,-0.6580496717,-0.7907256215,0.5080114386,0.1782177108,0.1315302684,0.6355704109,-0.0252483812
9.4884346493,3.7151323577,0.9134802357,1.8032150669,2.1639299634,-0.7571350794,-0.5802607411,-0.826534143,0.3492210769,0.3487007189,0.9010056669,0.3987487078,-0.0523401029
1.4554054366,1.49808458,1.4727726381,1.4884298701,2.6895795143,-0.5863084662,-0.7814967972,-1.321774251,0.194760944,0.5923469887,0.5877942103,0.518655318,-0.0465910618
2.1092729877,7.0783829776,4.9368859184,3.9296412739,4.6857357127,-1.1270178858,-1.9432099149,-1.615507912,0.5846005696,0.5112791919,0.673299577,0.9258327213,0.054433977
9.6758509396,2.1249749026,3.460789444,1.8949674773,3.4482864229,-1.0683107506,-1.381327857,-0.9986478153,0.3730360016,0.4950130143,0.4165307345,0.9442816319,-0.027704548
1.2729335508,6.8043768958,7.6722449462,5.1256856101,4.7264338394,-1.2870821213,-1.4938430073,-1.9455087108,0.6815725032,0.688705704,0.3335031095,0.0764049227,-0.0127362797
2.1739665393,5.7767970927,4.5976384674,6.399330335,2.8693493041,-0.9318911894,-1.237955367,-0.6995027478,0.9426797171,0.743103429,0.1521612405,0.3051826213,0.0148076659
1.8135494632,9.4113823209,6.6737037212,6.6377339099,4.0390288403,-1.2713408307,-1.4800366131,-1.2876513965,0.8950603564,0.3661765427,0.9395468432,0.3093249973,0.02614735
1.3764531346,7.1607854732,9.6383681724,6.2983574897,5.3787735898,-1.8837427747,-1.7054917055,-1.7895391096,0.354359683,0.7302193773,0.3174242361,0.3468005885,0.0158630132
1.9849590754,8.4203119767,9.7945603745,6.5494222278,3.6337620707,-1.0772179753,-0.6518037866,-1.9047403088,0.4734989248,0.5077808073,0.1081194372,0.4006068528,-0.0059859988
7.7625847524,2.3344837925,9.6561195001,2.7796866488,3.4887752781,-1.1308414182,-0.8147751684,-1.5431586915,0.4071441251,0.3450909422,0.1445412122,0.7761786428,-0.0299257774
8.4576090767,6.8162131744,9.297243753,8.4256361971,3.4382364903,-1.1536139576,-0.8104591719,-1.4741633608,0.5102515931,0.4100986361,0.8157361821,0.1626959128,0.0537377
8.346128593,5.7002416078,8.8414593431,6.8613080585,3.6959369225,-1.1044119548,-0.7991290084,-1.7923959592,0.9165500863,0.6834537022,0.4475038405,0.1472307367,0.0623561339
5.4038236493,4.9246280306,8.324458545,6.0281329782,4.2060883572,-1.4495695452,-1.9224436268,-0.8340751853,0.6737121862,0.2338511529,0.5955617837,0.5476626443,0.0523794447
7.7802375527,7.5245968015,6.9022085072,4.5930825181,3.3466925083,-1.2914967965,-0.8725480377,-1.1826476742,0.6294900121,0.5790651418,0.1058508499,0.8638851501,0.0556741191
1.4960750532,0.8452386113,1.9630828463,9.6367123011,3.6717472739,-1.8943614336,-0.5528212734,-1.2245645669,0.355702928,0.2854460065,0.5849741016,0.5257772234,-0.0392637884
3.1006031942,8.0353452771,2.2408724227,8.5646421874,3.9384204829,-0.7585569539,-1.5507918401,-1.6290716889,0.6243224367,0.5079272665,0.9383551599,0.6511811698,0.0186714318
6.7571011187,9.1940487888,4.8793631649,6.201052885,4.9019374035,-1.2851240517,-1.8035492126,-1.8132641392,0.838159248,0.1411314327,0.5315153764,0.1987279366,0.0346496485
2.9413869004,9.8748352088,1.5531160986,3.8295392532,4.1472344254,-1.9005438457,-1.0174913532,-1.2291992265,0.5621663993,0.863604048,0.6564909268,0.6225341504,-0.0124282417
1.3194071063,8.9484985163,9.9823257542,3.1625414145,3.2745962204,-1.1135348487,-1.6211316264,-0.5399297453,0.7808664464,0.4680966598,0.7450705009,0.4173661986,-0.000769065
4.5538122505,9.4705728834,4.8613551807,3.7464382021,4.6013917357,-0.7616720436,-1.9309671138,-1.9087525783,0.5671644471,0.6800999848,0.9621520984,0.4227018122,0.0568939374
9.0419258285,0.7451151564,9.1100838237,4.6706370467,4.3579386076,-1.1826467154,-1.7030085809,-1.4722833113,0.9031547294,0.3484418305,0.4643094238,0.3289598332,0.0270941191
9.5725205333,4.5230770233,2.8668674098,9.2719039039,3.8874487863,-1.4123164205,-1.370448423,-1.1046839427,0.1915658499,0.329607623,0.1943655771,0.5571007288,-0.0023632399
7.6438668838,1.5930323652,3.8764333472,3.0524037422,4.3137360297,-1.3736191497,-1.7829364605,-1.1571804195,0.4938841709,0.1924594025,0.2656819731,0.1476834124,-0.0449857078
4.6543476324,3.7939492099,6.9130103708,9.8006763947,3.8145140325,-1.4437653981,-1.5546582363,-0.8160903981,0.2452025833,0.8831152612,0.9739686182,0.1741683798,0.0482201881
4.9370209946,7.6465476888,4.6752649495,4.6937036577,4.293959304,-1.1858530259,-1.9712769097,-1.1368293684,0.4010751664,0.439765368,0.3974016315,0.9430419244,0.0530641411
4.1749065378,9.2619395633,9.5515361599,9.0432198571,3.146538922,-1.3101705107,-1.1266857273,-0.709682684,0.8055744891,0.6289554557,0.3655169698,0.3672694061,0.0453972401
5.9950227835,8.8687892896,3.6272518052,6.3903331895,1.9780181427,-0.6667918366,-0.5212397294,-0.7899865767,0.5017472276,0.2771306122,0.8473063818,0.8840385237,0.0626814549
9.7281169549,0.5576198263,6.8743516983,3.7935383626,3.9473640813,-0.8849841227,-1.73729689,-1.3250830686,0.7655130123,0.2890731547,0.068087018,0.0582584018,-0.0163377661
1.3284708995,7.5613072784,4.7537492537,6.9813771061,4.7680037717,-1.5583343707,-1.8051487795,-1.4045206215,0.8288584449,0.4126787934,0.5745559288,0.2101103503,-0.0151982096
1.8941202722,5.4782495444,8.9199533039,6.1846708769,4.0596358895,-1.7812510172,-1.4511014958,-0.8272833765,0.3733918843,0.517112474,0.9004348436,0.1969628163,0.0283717372
5.9066820362,0.6803583181,1.9278189465,2.6962149981,3.9338019146,-0.6244149203,-1.9040004863,-1.405386508,0.6247415013,0.3381777298,0.0796740685,0.4093250832,-0.0319231305
1.6909125567,4.7325358296,8.0513602131,6.4437748458,3.9628933686,-1.7073234407,-1.192848657,-1.062721271,0.641017844,0.9861748461,0.550601598,0.8722936323,0.0642400427
1.6796910759,8.7902866109,6.6127746707,4.0706507436,4.66413895,-1.643728699,-1.8107625973,-1.2096476537,0.4090101287,0.6998304375,0.988857923,0.4446223931,0.0484476093
6.1093108935,2.6637651654,8.8918406277,4.3746875545,4.4371752033,-1.0617094232,-1.5143340847,-1.8611316954,0.4094151606,0.3101515154,0.2440876891,0.455770274,-0.0110446095
8.1828509586,9.6494152167,3.6531072355,4.7498621798,3.782847675,-0.9314496205,-1.8670502059,-0.9843478487,0.9789403218,0.6369464666,0.3673941278,0.6579244229,0.0647717618
6.0276083278,2.2682259741,9.5091671044,9.2736310324,3.8457944172,-1.418905693,-0.5333673064,-1.8935214178,0.2522588596,0.3162473803,0.6695711023,0.5176896058,0.0277073431
8.8263361124,8.920224208,9.2909929018,2.2705654466,4.1306009063,-1.7242465639,-0.5652714754,-1.8410828669,0.4151172287,0.2965854155,0.3076356936,0.5102826679,0.0032786417
5.6886001097,0.8510285616,2.8292613776,4.0063780838,4.4796864827,-1.7152674635,-1.9177936966,-0.8466253226,0.8443918807,0.8377686796,0.8168412713,0.1537909248,-0.0018014041
7.1160473129,3.7345370311,6.6345594995,8.3073406422,3.6150318873,-1.0502073158,-0.9666356185,-1.598188953,0.8473525743,0.3001293576,0.6749449787,0.9581777409,0.0830759652
5.0623809571,0.9744665873,0.5427232372,4.3008181491,3.3969309306,-1.1692410157,-0.8047805227,-1.4229093923,0.2743764761,0.2997655405,0.0828022369,0.8983637644,-0.0218191935
5.2138698809,3.1474351862,9.1479781936,1.8064597467,3.5384429607,-0.7388008037,-1.6512350018,-1.1484071552,0.2240575111,0.2749758784,0.9830726693,0.4668212063,0.0080786035
4.432304665,2.1178570213,7.0744312693,8.3972603114,3.7486938444,-1.5686998446,-1.2194111068,-0.960582893,0.7336481165,0.3262677003,0.7225482578,0.5968747069,0.0485804205
1.2983076506,6.3959325778,3.1767549262,7.8883214968,4.0561982838,-1.0311372966,-1.0734130903,-1.9516478968,0.1529128504,0.5829600059,0.4626690762,0.4331019617,0.0039848468
4.8891064949,4.3936956346,9.2600979163,3.8353057023,3.2204543887,-1.3369380839,-1.3431209158,-0.5403953891,0.696166573,0.8102512093,0.5124015873,0.2096711918,0.0414921673
4.7334678109,1.7575552648,5.9824706283,9.9787946913,3.6384894244,-1.4578832059,-0.9849783564,-1.1956278621,0.5929617676,0.8039409747,0.6973876562,0.2733802926,0.0124429081
7.0846520603,5.0933184281,2.2792800191,4.21109473,4.0305513271,-1.9124060719,-1.4122174992,-0.7059277561,0.9945967399,0.0981474114,0.6034819087,0.8538151534,0.047553783
7.6936055594,7.7315679017,3.5826091206,4.5726288749,2.8782533011,-0.531250571,-1.742393488,-0.6046092421,0.1228287948,0.9993093459,0.9730784093,0.42411115,0.055737505
9.884346052,9.9800400919,7.9069694564,5.9017497727,3.2099624086,-1.2277173391,-0.8226673221,-1.1595777474,0.2987839837,0.5418816767,0.7625094658,0.4920078928,0.0575312717
3.2287486592,8.304021874,9.0185309954,9.8482261758,3.8081673365,-1.3983399799,-1.5105285653,-0.8992987914,0.5065480163,0.9932573333,0.9547361462,0.7121239081,0.082820977
6.6059987706,9.8393074915,5.6126227527,7.5995201269,3.4999452358,-0.8979872002,-1.6925666437,-0.9093913919,0.4136482775,0.9244157885,0.8119932051,0.6792864952,0.0814892266
5.6211889513,0.6924097947,3.9232280219,1.3259047098,3.5080898296,-1.5463125293,-0.8977273202,-1.06404998,0.3230518818,0.8898497513,0.5770638377,0.6203620601,-0.0385930586
6.695218959,1.487248459,1.7006917048,3.5281450609,3.9149891391,-0.9378656888,-1.0283695108,-1.9487539396,0.5565154455,0.9251963408,0.4053300755,0.6506180616,-0.0219999596
0.7223642555,3.5218731377,8.6453656655,6.3843455712,2.6822256666,-0.619572605,-0.7999156605,-1.2627374011,0.2114208401,0.3044109276,0.5335181193,0.300769786,-0.016982423
2.1197904097,3.7977566459,6.9486579437,4.8072831931,4.9864330589,-1.5948135935,-1.5729733702,-1.8186460951,0.5493106343,0.665606712,0.6088390659,0.8083649924,0.0529464455
0.6962163272,4.9161016149,8.3153546446,5.9856905013,2.8119335706,-0.8259164541,-1.0945448484,-0.8914722682,0.8229598502,0.3371049166,0.7340895597,0.0599555831,-0.0301059846
4.1579906469,8.7008787387,7.0720710144,3.0965110564,2.7025019249,-0.7889944022,-0.5971308698,-1.3163766529,0.674453162,0.4071921542,0.7814338031,0.9506813824,0.0576456569
